0 3 8 8 8 0 0 19 0 0 0 0 0 41 41 0 16 16 0 1 0 16 0 80 80 1 0 1 0 1 72 0 0 1 41 40 0 41 41 72 72 0 16 34 0 0 0 18 3 19 
0 0 42 42 42 42 0 19 0 0 0 40 0 41 41 0 0 80 0 1 16 0 16 80 0 0 80 80 0 0 80 0 0 80 8 41 0 1 41 0 72 64 64 80 19 19 0 19 19 0 
0 42 0 42 0 42 0 2 19 0 40 35 0 0 0 1 0 0 0 0 80 80 80 80 80 0 64 64 0 1 0 0 16 0 0 0 72 72 0 0 72 80 80 80 19 0 19 19 19 42 
42 8 42 0 40 8 18 19 0 10 35 35 35 1 0 1 0 41 41 41 0 0 80 80 80 80 0 0 0 0 1 0 0 0 0 0 80 80 80 0 0 72 0 80 3 0 80 80 2 0 
2 42 0 0 0 0 19 19 19 2 0 35 32 0 41 0 1 0 41 16 0 17 0 0 0 80 80 80 0 0 80 0 0 16 80 80 80 80 80 0 0 1 72 80 80 0 80 40 40 42 
0 34 0 42 42 42 19 19 19 1 35 32 19 1 0 41 41 41 40 80 0 80 17 80 0 16 0 0 0 0 80 80 0 0 0 0 80 80 0 40 0 72 1 1 0 0 64 0 8 0 
0 42 42 42 42 2 0 0 0 19 34 0 8 19 1 19 41 41 40 0 0 0 0 0 0 9 0 1 72 8 80 80 80 80 80 80 1 0 40 0 0 1 80 0 19 0 0 2 0 42 
42 10 42 42 42 0 42 40 0 10 0 8 0 1 33 33 1 35 1 40 1 0 80 80 80 1 9 1 0 80 0 64 80 0 80 0 1 0 80 0 0 80 1 80 10 8 34 0 42 42 
10 40 8 42 0 0 0 8 42 0 0 8 16 1 35 0 35 0 0 0 0 35 0 1 0 1 80 0 1 0 80 1 1 80 80 0 0 80 1 0 0 80 0 42 8 42 42 42 42 0 
0 0 0 42 42 0 0 42 0 0 42 0 1 16 35 0 0 33 35 35 35 0 1 34 9 80 80 80 1 80 80 0 0 0 0 1 0 80 1 0 0 0 0 0 42 0 42 42 0 0 
42 8 42 0 0 0 10 42 42 42 8 0 16 19 2 0 0 35 35 0 35 40 0 0 80 80 80 34 0 80 80 1 64 0 1 0 0 0 80 0 0 8 0 8 8 0 42 0 34 10 
42 0 42 0 0 0 0 42 8 42 18 48 48 0 19 0 35 3 0 35 40 32 34 0 0 0 1 0 0 0 0 1 64 64 72 72 0 0 0 0 0 0 0 0 0 8 42 0 42 0 
0 10 10 2 8 34 0 10 0 18 0 34 48 48 0 33 35 0 0 33 33 35 35 0 1 0 0 80 80 1 0 0 1 0 0 0 72 80 0 80 24 0 0 0 0 0 8 0 42 0 
2 2 42 42 42 0 16 42 42 0 8 48 48 0 0 34 34 1 1 0 35 0 35 1 1 80 80 80 0 80 64 1 0 0 0 0 0 80 0 0 0 80 19 0 80 0 42 10 42 42 
0 8 50 34 0 42 0 8 42 0 0 0 0 0 35 3 3 0 34 35 0 3 0 0 40 80 80 0 0 80 80 1 1 0 0 81 34 0 1 80 80 80 1 1 48 0 42 0 34 18 
18 50 42 42 42 42 2 2 8 0 34 0 0 1 0 35 0 34 33 34 35 80 80 0 0 80 80 80 80 0 0 1 9 0 1 0 0 34 81 80 1 0 1 0 0 48 0 42 0 0 
48 48 0 42 34 0 42 48 0 48 0 0 1 0 1 33 35 35 34 34 35 35 0 80 80 80 0 80 80 80 1 0 1 34 0 2 0 0 0 81 0 32 0 16 0 0 42 48 0 0 
48 48 0 0 0 0 42 48 48 0 0 0 35 0 35 0 35 1 35 32 35 35 0 80 80 80 40 80 0 0 0 80 80 0 2 34 16 0 81 81 1 48 0 48 40 42 0 0 48 48 
0 0 3 48 48 0 0 0 34 48 0 3 35 0 1 35 35 35 1 35 8 8 0 0 0 17 10 0 80 80 80 0 80 80 0 2 0 19 19 16 0 48 0 48 48 0 48 48 0 0 
0 17 48 0 0 0 48 48 0 32 24 35 0 0 0 35 0 35 0 0 40 40 0 0 0 0 40 0 80 80 80 80 0 0 0 0 19 0 19 0 48 2 0 32 0 2 0 19 0 48 
0 48 48 48 48 16 48 48 48 32 0 56 40 34 0 33 3 35 0 0 40 40 0 0 0 0 0 0 80 0 0 9 0 0 80 0 0 0 18 19 17 2 0 0 0 19 0 19 19 19 
